study_hours,attd,assign_marks,internal_marks,result
3.745401188473625,59.25664644193098,26.170568373590598,45.90945111878409,Fail
9.50714306409916,77.0950473689179,24.697879907199983,71.65148018711548,Pass
7.319939418114051,93.64729179382041,90.62545805210367,87.97942924223582,Pass
5.986584841970366,86.61124432047805,24.95461998495061,50.58632010350738,Pass
1.5601864044243652,90.32805739307248,27.1949726128631,47.55737454641014,Fail
1.5599452033620265,82.93916833553587,75.93982624179637,55.20973184281706,Pass
0.5808361216819946,84.61382822589263,44.973984245054,39.35330253178095,Fail
8.661761457749352,92.45978257826596,77.67105569551812,86.40323964984388,Pass
6.011150117432088,62.483400442959294,6.536615756438524,35.8694291650561,Fail
7.080725777960454,74.47124818215703,48.75711936733843,67.3346774340938,Pass
0.20584494295802447,61.06047209098011,3.3613600183282633,15.00307186371425,Fail
9.699098521619943,99.38340039983234,6.265320345535452,63.72765888087243,Pass
8.324426408004218,97.20296698433066,90.64374533444109,82.03992339655893,Pass
2.1233911067827616,51.9713405684253,13.924537111759516,33.82576960613611,Fail
1.8182496720710062,85.27875862578442,53.24206822752171,45.68292977581192,Fail
1.8340450985343382,96.26241587078329,41.10956026007065,56.216411782976024,Pass
3.0424224295953772,59.02876725636668,34.73433262588427,37.619612367795305,Fail
5.247564316322379,78.39726152763147,89.98333456872724,62.967646306232396,Pass
4.319450186421157,95.77441487940209,2.18233967754895,41.082204913026644,Fail
2.9122914019804194,51.69729892928994,66.37896861755891,53.25110397201103,Pass
6.118528947223795,84.871013362342,96.33944342135504,78.05776193432096,Pass
1.3949386065204183,64.86745036862754,56.016818346184195,39.103598558072186,Fail
2.9214464853521815,96.21980976882652,93.68224620330918,69.45649386231337,Pass
3.663618432936917,98.55291225826838,5.225787928602377,48.296997468646616,Fail
4.56069984217036,97.2133244556717,41.87933190741614,65.55759035712009,Pass
7.851759613930136,73.71071083287319,26.015779096205115,68.56748158390867,Pass
1.9967378215835974,93.10213254946567,73.08209649807299,56.04337677165056,Pass
5.142344384136116,92.22746992675351,98.12970904972467,71.04629279907773,Pass
5.924145688620425,65.95502366216279,25.65300624442478,49.111665920841595,Fail
0.46450412719997725,91.44577370753387,65.41746014740745,50.21838919819674,Pass
6.075448519014383,51.85038173577463,19.809763275974014,40.98104294852907,Fail
1.7052412368729153,79.81349392410266,56.53302545716099,42.939166187395536,Fail
0.6505159298527952,61.50044186438515,46.39324866883362,36.68911028712623,Fail
